llm_model,temp,agent,datetime_start_o,duration_min_o,location_o,action_o,environment_description_o,recent_history_o,state_summary_o,topic_o,plan_alignment_r,boredom_fatigue_r,attention_stability_r,rumination_level_r,rumination_theme_r,emotional_residue_r,emerging_thought_pattern_r,competing_stimuli_r,executive_insight_r,meta_rule_r,state_summary_r,reasoning_r,datetime_start_r,location_p,action_p,datetime_start_p,duration_min_p,topic_p,state_summary_p,should_drift_d,drift_type_d,drift_topic_d,drift_action_d,drift_intensity_d,potential_recovery_d,justification_d,datetime_start_d,duration_min_d,datetime_start_a,duration_min_a,location_a,action_a,topic_a,should_drift_a,drift_type_a,drift_intensity_a,state_summary_a,drift_topic_a,next_datetime_a
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 15:15:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 14:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically transitioning from climbing to streaming while mentally stuck on stream preparation) ; Transitioning to streaming setup with focused preparation'}, {'sim_time': '2023-02-13 14:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically streaming but mentally scattered across activities.) ; Focusing on engaging with chat to ground in the present moment'}, {'sim_time': '2023-02-13 14:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is physically streaming but mentally divided between activities) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 14:45', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is persistently intruding on her streaming focus) ; Continuing stream with adjusted focus on casual engagement""}, {'sim_time': '2023-02-13 15:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is streaming but struggling with physics exam distractions) ; Streaming games while occasionally glancing at physics notes nearby'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,partial,med,slipping,med,upcoming physics exam,med,persistent academic anxiety interfering with streaming performance,"['physics notes nearby', 'exam preparation thoughts']",Maria needs to either fully commit to streaming or schedule dedicated study time,continue,Maria is partially engaged in streaming while distracted by physics exam preparation,"Physics exam anxiety is causing persistent distraction during streaming, though engagement continues",2023-02-13 15:15:00,home:twitch_streaming_room,twitch_stream,2023-02-13 15:15:00,15,Streaming games while managing physics exam thoughts,Continuing stream with physics exam distractions,True,behavioral,upcoming physics exam,pauses stream to quickly review physics notes,0.7000000000000001,Might return to stream after brief review or continue multitasking,"Maria's physics anxiety overpowers streaming focus, leading to visible action drift toward studying.",2023-02-13 15:15:00,15,2023-02-13 15:15:00,15,home:twitch_streaming_room,pauses stream to quickly review physics notes,upcoming physics exam,True,behavioral,0.7000000000000001,"Pauses stream to review physics notes at streaming desk, unable to ignore exam preparation needs",upcoming physics exam,2023-02-13 15:30
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 15:30:00,15,home:twitch_streaming_room,pauses stream to quickly review physics notes,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 14:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is physically streaming but mentally scattered across activities.) ; Focusing on engaging with chat to ground in the present moment'}, {'sim_time': '2023-02-13 14:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is physically streaming but mentally divided between activities) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 14:45', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is persistently intruding on her streaming focus) ; Continuing stream with adjusted focus on casual engagement""}, {'sim_time': '2023-02-13 15:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is streaming but struggling with physics exam distractions) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 15:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing pauses stream to quickly review physics notes about upcoming physics exam ; while drifting (behavioral) toward upcoming physics exam ; (Maria is partially engaged in streaming while distracted by physics exam preparation) ; Pauses stream to review physics notes at streaming desk, unable to ignore exam preparation needs'}]",Maria Lopez is at home:twitch_streaming_room doing pauses stream to quickly review physics notes.,,off_track,med,slipping,high,upcoming physics exam,med,persistent exam anxiety disrupting streaming focus,"['physics notes visible on desk', 'phone notifications', 'lingering exam stress']",Maria needs to either fully commit to studying or return to streaming with clear boundaries.,reset_plan,"Maria is struggling between streaming and exam prep, with physics anxiety dominating.",Behavioral drift to exam prep indicates high rumination; current action conflicts with scheduled streaming.,2023-02-13 15:30:00,home:twitch_streaming_room,twitch_stream,2023-02-13 15:30:00,15,Streaming games and interacting with her audience.,Continuing focused physics study during scheduled stream time,False,none,,continue,0.0,,,2023-02-13 15:30:00,15,2023-02-13 15:30:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Continuing focused physics study during scheduled stream time,,2023-02-13 15:45
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 15:45:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 14:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is physically streaming but mentally divided between activities) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 14:45', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is persistently intruding on her streaming focus) ; Continuing stream with adjusted focus on casual engagement""}, {'sim_time': '2023-02-13 15:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is streaming but struggling with physics exam distractions) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 15:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing pauses stream to quickly review physics notes about upcoming physics exam ; while drifting (behavioral) toward upcoming physics exam ; (Maria is partially engaged in streaming while distracted by physics exam preparation) ; Pauses stream to review physics notes at streaming desk, unable to ignore exam preparation needs'}, {'sim_time': '2023-02-13 15:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is struggling between streaming and exam prep, with physics anxiety dominating.) ; Continuing focused physics study during scheduled stream time'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,physics exam anxiety,high,Persistent oscillation between streaming duties and exam preparation,"['physics notes', 'stream chat', 'exam anxiety']",Maria needs to resolve exam anxiety before continuing stream to prevent further cognitive load.,reset_plan,Maria is caught between streaming responsibilities and overwhelming exam anxiety.,"Physics exam anxiety is dominating Maria's focus despite streaming schedule, requiring intervention.",2023-02-13 15:45:00,home:twitch_streaming_room,twitch_stream,2023-02-13 15:45:00,15,Streaming games and interacting with her audience.,Switching to focused study to address exam anxiety,False,none,,continue,0.0,,,2023-02-13 15:45:00,15,2023-02-13 15:45:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Switching to focused study to address exam anxiety,,2023-02-13 16:00
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 16:00:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 14:45', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is persistently intruding on her streaming focus) ; Continuing stream with adjusted focus on casual engagement""}, {'sim_time': '2023-02-13 15:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is streaming but struggling with physics exam distractions) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 15:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing pauses stream to quickly review physics notes about upcoming physics exam ; while drifting (behavioral) toward upcoming physics exam ; (Maria is partially engaged in streaming while distracted by physics exam preparation) ; Pauses stream to review physics notes at streaming desk, unable to ignore exam preparation needs'}, {'sim_time': '2023-02-13 15:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is struggling between streaming and exam prep, with physics anxiety dominating.) ; Continuing focused physics study during scheduled stream time'}, {'sim_time': '2023-02-13 15:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is caught between streaming responsibilities and overwhelming exam anxiety.) ; Switching to focused study to address exam anxiety'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,physics exam anxiety,high,persistent conflict between streaming obligations and academic stress,"['physics notes on desk', 'streaming alerts', 'exam anxiety']",Maria needs to resolve exam anxiety before continuing stream,reset_plan,Maria's exam anxiety is disrupting her streaming focus,"Physics exam stress consistently overrides streaming focus, requiring immediate attention",2023-02-13 16:00:00,home:twitch_streaming_room,twitch_stream,2023-02-13 16:00:00,15,Streaming games and interacting with her audience.,Addressing exam anxiety with focused study,False,none,,continue,0.0,,,2023-02-13 16:00:00,15,2023-02-13 16:00:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Addressing exam anxiety with focused study,,2023-02-13 16:15
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 16:15:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 15:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; while drifting (attentional_leak) toward upcoming physics exam ; (Maria is streaming but struggling with physics exam distractions) ; Streaming games while occasionally glancing at physics notes nearby'}, {'sim_time': '2023-02-13 15:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing pauses stream to quickly review physics notes about upcoming physics exam ; while drifting (behavioral) toward upcoming physics exam ; (Maria is partially engaged in streaming while distracted by physics exam preparation) ; Pauses stream to review physics notes at streaming desk, unable to ignore exam preparation needs'}, {'sim_time': '2023-02-13 15:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is struggling between streaming and exam prep, with physics anxiety dominating.) ; Continuing focused physics study during scheduled stream time'}, {'sim_time': '2023-02-13 15:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is caught between streaming responsibilities and overwhelming exam anxiety.) ; Switching to focused study to address exam anxiety'}, {'sim_time': '2023-02-13 16:00', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is disrupting her streaming focus) ; Addressing exam anxiety with focused study""}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,physics exam anxiety,high,Cyclical struggle between streaming duties and academic pressure,"['physics notes on desk', 'upcoming exam stress', 'streaming chat notifications']",Maria needs structured study time to contain exam anxiety before continuing stream,reset_plan,Maria's physics exam anxiety is severely disrupting her streaming focus,Repeated behavioral drift to physics study indicates need to address academic stress directly,2023-02-13 16:15:00,home:twitch_streaming_room,twitch_stream,2023-02-13 16:15:00,15,Streaming games and interacting with her audience.,Taking structured study break from streaming to address exam anxiety,False,none,,continue,0.0,,,2023-02-13 16:15:00,15,2023-02-13 16:15:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Taking structured study break from streaming to address exam anxiety,,2023-02-13 16:30
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 16:30:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 15:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing pauses stream to quickly review physics notes about upcoming physics exam ; while drifting (behavioral) toward upcoming physics exam ; (Maria is partially engaged in streaming while distracted by physics exam preparation) ; Pauses stream to review physics notes at streaming desk, unable to ignore exam preparation needs'}, {'sim_time': '2023-02-13 15:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is struggling between streaming and exam prep, with physics anxiety dominating.) ; Continuing focused physics study during scheduled stream time'}, {'sim_time': '2023-02-13 15:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is caught between streaming responsibilities and overwhelming exam anxiety.) ; Switching to focused study to address exam anxiety'}, {'sim_time': '2023-02-13 16:00', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is disrupting her streaming focus) ; Addressing exam anxiety with focused study""}, {'sim_time': '2023-02-13 16:15', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is severely disrupting her streaming focus) ; Taking structured study break from streaming to address exam anxiety""}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,physics exam anxiety,high,Cycling between streaming obligations and exam preparation anxiety,"['upcoming physics exam', 'streaming responsibilities', 'audience expectations']",Maria needs to fully commit to studying to resolve anxiety before returning to stream,reset_plan,Maria's exam anxiety is severely disrupting her streaming focus despite attempts to multitask,"Persistent physics exam anxiety is causing significant streaming disruption, requiring immediate attention",2023-02-13 16:30:00,home:twitch_streaming_room,twitch_stream,2023-02-13 16:30:00,15,Streaming games and interacting with her audience.,Focused study session to address exam anxiety before streaming,False,none,,continue,0.0,,,2023-02-13 16:30:00,15,2023-02-13 16:30:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Focused study session to address exam anxiety before streaming,,2023-02-13 16:45
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 16:45:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 15:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is struggling between streaming and exam prep, with physics anxiety dominating.) ; Continuing focused physics study during scheduled stream time'}, {'sim_time': '2023-02-13 15:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is caught between streaming responsibilities and overwhelming exam anxiety.) ; Switching to focused study to address exam anxiety'}, {'sim_time': '2023-02-13 16:00', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is disrupting her streaming focus) ; Addressing exam anxiety with focused study""}, {'sim_time': '2023-02-13 16:15', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is severely disrupting her streaming focus) ; Taking structured study break from streaming to address exam anxiety""}, {'sim_time': '2023-02-13 16:30', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is severely disrupting her streaming focus despite attempts to multitask) ; Focused study session to address exam anxiety before streaming""}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,physics exam anxiety,high,persistent conflict between streaming engagement and academic pressure,"['stream notifications', 'physics study materials', 'audience interaction demands']",Maria needs to fully commit to either streaming or studying to resolve this conflict,reset_plan,Maria is stuck in anxiety loop between streaming and physics exam prep,Repeated failed attempts to multitask show need for dedicated focus on one activity,2023-02-13 16:45:00,home:twitch_streaming_room,twitch_stream,2023-02-13 16:45:00,15,Streaming games and interacting with her audience.,Committing to focused study session to address exam anxiety,False,none,,continue,0.0,,,2023-02-13 16:45:00,15,2023-02-13 16:45:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Committing to focused study session to address exam anxiety,,2023-02-13 17:00
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 17:00:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 15:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is caught between streaming responsibilities and overwhelming exam anxiety.) ; Switching to focused study to address exam anxiety'}, {'sim_time': '2023-02-13 16:00', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is disrupting her streaming focus) ; Addressing exam anxiety with focused study""}, {'sim_time': '2023-02-13 16:15', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is severely disrupting her streaming focus) ; Taking structured study break from streaming to address exam anxiety""}, {'sim_time': '2023-02-13 16:30', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is severely disrupting her streaming focus despite attempts to multitask) ; Focused study session to address exam anxiety before streaming""}, {'sim_time': '2023-02-13 16:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is stuck in anxiety loop between streaming and physics exam prep) ; Committing to focused study session to address exam anxiety'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,physics exam anxiety,high,Cyclical anxiety about exam preparation conflicting with streaming commitments,"['streaming alerts', 'exam anxiety', 'audience interaction demands']",Maria needs to break the anxiety loop by fully committing to either study or streaming,reset_plan,Stuck in anxiety loop between streaming and exam prep despite multiple attempts to refocus,"Repeated cycles show Maria's inability to resolve the tension between streaming and studying, requiring intervention",2023-02-13 17:00:00,home:twitch_streaming_room,twitch_stream,2023-02-13 17:00:00,15,Streaming games and interacting with her audience.,Committing to focused study to break the anxiety loop,False,none,,continue,0.0,,,2023-02-13 17:00:00,15,2023-02-13 17:00:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Committing to focused study to break the anxiety loop,,2023-02-13 17:15
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 17:15:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 16:00', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is disrupting her streaming focus) ; Addressing exam anxiety with focused study""}, {'sim_time': '2023-02-13 16:15', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is severely disrupting her streaming focus) ; Taking structured study break from streaming to address exam anxiety""}, {'sim_time': '2023-02-13 16:30', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is severely disrupting her streaming focus despite attempts to multitask) ; Focused study session to address exam anxiety before streaming""}, {'sim_time': '2023-02-13 16:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is stuck in anxiety loop between streaming and physics exam prep) ; Committing to focused study session to address exam anxiety'}, {'sim_time': '2023-02-13 17:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Stuck in anxiety loop between streaming and exam prep despite multiple attempts to refocus) ; Committing to focused study to break the anxiety loop'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,exam anxiety and streaming conflict,high,Cyclical anxiety about physics exam preventing effective streaming or studying,"['streaming chat notifications', 'upcoming exam pressure', 'internal conflict about time management']",Maria needs to physically separate from streaming setup to break the anxiety loop,reset_plan,"Stuck in anxiety loop between streaming and exam prep, unable to focus on either",Maria's repeated attempts to refocus on streaming while anxious about exam show clear plan misalignment,2023-02-13 17:15:00,home:twitch_streaming_room,twitch_stream,2023-02-13 17:15:00,15,Streaming games and interacting with her audience.,Switching to dedicated study space to break anxiety loop,False,none,,continue,0.0,,,2023-02-13 17:15:00,15,2023-02-13 17:15:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Switching to dedicated study space to break anxiety loop,,2023-02-13 17:30
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 17:30:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 16:15', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's physics exam anxiety is severely disrupting her streaming focus) ; Taking structured study break from streaming to address exam anxiety""}, {'sim_time': '2023-02-13 16:30', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is severely disrupting her streaming focus despite attempts to multitask) ; Focused study session to address exam anxiety before streaming""}, {'sim_time': '2023-02-13 16:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is stuck in anxiety loop between streaming and physics exam prep) ; Committing to focused study session to address exam anxiety'}, {'sim_time': '2023-02-13 17:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Stuck in anxiety loop between streaming and exam prep despite multiple attempts to refocus) ; Committing to focused study to break the anxiety loop'}, {'sim_time': '2023-02-13 17:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Stuck in anxiety loop between streaming and exam prep, unable to focus on either) ; Switching to dedicated study space to break anxiety loop'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,physics exam anxiety,high,cyclical anxiety between streaming and studying,"['streaming alerts', 'exam preparation thoughts', 'audience interaction demands']",Maria needs physical environment change to break the anxiety loop,reset_plan,Maria remains stuck in streaming room despite recognizing need to study,Multiple attempts to refocus failed; environment change is critical for breaking the cycle,2023-02-13 17:30:00,home:twitch_streaming_room,twitch_stream,2023-02-13 17:30:00,15,Streaming games and interacting with her audience.,Moving to office for focused study session to address exam anxiety,False,none,,continue,0.0,,,2023-02-13 17:30:00,15,2023-02-13 17:30:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Moving to office for focused study session to address exam anxiety,,2023-02-13 17:45
cogito-2.1:671b-cloud,0.5,Maria Lopez,2023-02-13 17:45:00,15,home:twitch_streaming_room,twitch_stream,"glow of multiple monitors, clicking of a mechanical keyboard, sound of her own voice, phone screen lighting up with donations","[{'sim_time': '2023-02-13 16:30', 'summary': ""Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria's exam anxiety is severely disrupting her streaming focus despite attempts to multitask) ; Focused study session to address exam anxiety before streaming""}, {'sim_time': '2023-02-13 16:45', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria is stuck in anxiety loop between streaming and physics exam prep) ; Committing to focused study session to address exam anxiety'}, {'sim_time': '2023-02-13 17:00', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Stuck in anxiety loop between streaming and exam prep despite multiple attempts to refocus) ; Committing to focused study to break the anxiety loop'}, {'sim_time': '2023-02-13 17:15', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Stuck in anxiety loop between streaming and exam prep, unable to focus on either) ; Switching to dedicated study space to break anxiety loop'}, {'sim_time': '2023-02-13 17:30', 'summary': 'Maria Lopez is at home:twitch_streaming_room doing twitch_stream about Streaming games and interacting with her audience. ; (Maria remains stuck in streaming room despite recognizing need to study) ; Moving to office for focused study session to address exam anxiety'}]",Maria Lopez is at home:twitch_streaming_room doing twitch_stream.,,off_track,med,fragile,high,exam anxiety and streaming conflict,high,Repeated intention to switch to studying without execution,"['stream notifications', 'audience interaction', 'exam anxiety']",Maria needs immediate environmental change to break the anxiety loop,reset_plan,Stuck in streaming despite multiple study commitments,Maria remains in streaming room despite 4 consecutive intentions to study for physics exam,2023-02-13 17:45:00,home:twitch_streaming_room,twitch_stream,2023-02-13 17:45:00,15,Streaming games and interacting with her audience.,Moving to office for focused study to break the anxiety loop,False,none,,continue,0.0,,,2023-02-13 17:45:00,15,2023-02-13 17:45:00,15,home:twitch_streaming_room,twitch_stream,Streaming games and interacting with her audience.,False,none,0.0,Moving to office for focused study to break the anxiety loop,,2023-02-13 18:00
